step,train_loss,train_acc,val_loss,val_acc,param_norm
0,4.132243752903742,0.019607843831181526,4.113725212856312,0.01957295462489128,36.147993916219775
50,3.004767681017267,0.21212121844291687,4.997427429832911,0.017793593928217888,36.70575156123566
100,0.33963636567143823,0.9946523904800415,11.726562498793447,0.006672597955912352,41.42733335045179
150,0.014291065572874703,1.0,17.999374071100515,0.005782918073236942,43.12246964413818
200,0.009790520872987256,1.0,17.823434523950873,0.006672597955912352,42.4887190747805
250,0.005501443689939959,1.0,18.299262022966715,0.005782918073236942,42.1224668563069
300,0.003043304657511362,1.0,18.89136381740011,0.006227757781744003,41.84344752926919
350,0.0017157619142063572,1.0,19.512655584919894,0.005338078364729881,41.619274919796055
400,0.0009740736767854251,1.0,20.17195500440466,0.00489323865622282,41.44149626245787
450,0.0005555492060092714,1.0,20.8767752492879,0.005338078364729881,41.29983789133754
500,0.00031799075534339084,1.0,21.601408724449602,0.005782918073236942,41.18655339972566
550,0.0001831130118511915,1.0,22.33374411073275,0.005782918073236942,41.09603906375866
600,0.00010592884803774423,1.0,23.084493339144014,0.006672597955912352,41.02360011289305
650,6.15984813298029e-05,1.0,23.84517891907139,0.006672597955912352,40.96522940738853
700,3.593616103959684e-05,1.0,24.62810959904957,0.006672597955912352,40.91477306295744
750,2.1083091998994676e-05,1.0,25.423946099660593,0.007117437664419413,40.866514923170485
800,1.2416686067746252e-05,1.0,26.234316371441754,0.007117437664419413,40.8150910593801
850,7.368168905964039e-06,1.0,27.053224031510716,0.007562277372926474,40.75045883248096
900,4.4043566395501814e-06,1.0,27.87145226899429,0.008007117547094822,40.66595440771347
950,2.667673571016167e-06,1.0,28.675528543080727,0.008007117547094822,40.55071256821225
1000,1.6431624028427283e-06,1.0,29.460788312363377,0.008007117547094822,40.396937732441344
1050,1.0334483752592657e-06,1.0,30.223783318469234,0.008007117547094822,40.19698829348629
1100,6.707313151896717e-07,1.0,30.952550656623934,0.008007117547094822,39.943132084786775
1150,4.519972484780006e-07,1.0,31.631344209430893,0.008451957255601883,39.635389946201805
1200,3.1916327687368297e-07,1.0,32.24329060566049,0.008007117547094822,39.273708116825624
1250,2.3754088806375703e-07,1.0,32.783629078318036,0.008451957255601883,38.86617737361118
1300,1.8708383416077873e-07,1.0,33.23156746824408,0.008451957255601883,38.423763454937436
1350,1.561902764226596e-07,1.0,33.57979111415506,0.008451957255601883,37.960392663115975
1400,1.3772211431687392e-07,1.0,33.83659945395436,0.008451957255601883,37.49278163067913
1450,1.2730134542554558e-07,1.0,34.012050881544425,0.008451957255601883,37.03488676617845
1500,1.218220140138622e-07,1.0,34.12432006896978,0.008007117547094822,36.599130471436055
1550,1.1932675036550841e-07,1.0,34.203382768728304,0.008451957255601883,36.19360531465507
1600,1.1829749399663598e-07,1.0,34.259605649347186,0.008451957255601883,35.821543995281765
1650,1.1797026412197167e-07,1.0,34.30503130504356,0.008451957255601883,35.48349458915122
1700,1.179830287486186e-07,1.0,34.34171677673977,0.008896796964108944,35.17779706797867
1750,1.1805830803586006e-07,1.0,34.37708818687326,0.008896796964108944,34.90209126684924
1800,1.1808994936372274e-07,1.0,34.412239807819674,0.008896796964108944,34.653235854997035
1850,1.1813450725907293e-07,1.0,34.4458368376076,0.008896796964108944,34.42803791273368
1900,1.1806465913512951e-07,1.0,34.478291782528004,0.009341636672616005,34.22422388988079
1950,1.1798670479122502e-07,1.0,34.5104542597427,0.009341636672616005,34.03902845821273
2000,1.1780268909188879e-07,1.0,34.540229014656916,0.009341636672616005,33.869942430906264
2050,1.1765707661477353e-07,1.0,34.56873104526156,0.008896796964108944,33.715059535724436
2100,1.1748316556106971e-07,1.0,34.595119828660096,0.008896796964108944,33.57322924998039
2150,1.1729604364084494e-07,1.0,34.622075877016876,0.008451957255601883,33.44313412038617
2200,1.1719678289245483e-07,1.0,34.64772393654524,0.008451957255601883,33.323268577853824
2250,1.1688083602392095e-07,1.0,34.669067926449856,0.008451957255601883,33.212479808817214
2300,1.1667707150469008e-07,1.0,34.69358158935492,0.008451957255601883,33.10949873394314
