step,train_loss,train_acc,val_loss,val_acc,param_norm
0,4.121176307763752,0.021367521956562996,4.116173353980352,0.018984338268637657,36.147993916219775
50,3.2177527871345455,0.19230769574642181,4.842793564533368,0.010441386140882969,36.56435887419594
100,0.7885078753195248,0.8931623697280884,9.328358508470073,0.013763644732534885,41.194169219921115
150,0.016355708589127896,1.0,16.682140754734064,0.015187470242381096,44.0847354248585
200,0.010687149173860511,1.0,16.441176616415866,0.014712861739099026,43.49146188800544
250,0.00621581432869,1.0,16.723486483660885,0.015187470242381096,43.13767580516628
300,0.003461159968637123,1.0,17.18380568137538,0.014712861739099026,42.892803658202595
350,0.0019613660756467367,1.0,17.687538325609175,0.014238253235816956,42.69292014590048
400,0.0011161854428972022,1.0,18.24937456586205,0.014712861739099026,42.536115368795585
450,0.0006376598841437737,1.0,18.842066325666355,0.017085904255509377,42.40871858743651
500,0.00036538328691137524,1.0,19.45798797075982,0.018984338268637657,42.3030468235852
550,0.00021138255469574426,1.0,20.08764690355364,0.019458945840597153,42.22075937258267
600,0.00012258669792337965,1.0,20.743328980984586,0.019458945840597153,42.15821696198155
650,7.139005278140877e-05,1.0,21.414056428737425,0.019933555275201797,42.10922237952227
700,4.171763635967786e-05,1.0,22.10395681571433,0.019933555275201797,42.066716287977655
750,2.447601922163883e-05,1.0,22.80474655471198,0.019458945840597153,42.025718509422866
800,1.442549214420911e-05,1.0,23.515020668045942,0.018035121262073517,41.97773317341119
850,8.557114421654358e-06,1.0,24.222063235117645,0.017560511827468872,41.91745754652809
900,5.120911059992271e-06,1.0,24.929498511317043,0.017085904255509377,41.837604338873405
950,3.0945427576837006e-06,1.0,25.64015975828686,0.016611294820904732,41.732390790987516
1000,1.8999378195562053e-06,1.0,26.327714549489148,0.016136687248945236,41.59256325841835
1050,1.1934401983225711e-06,1.0,26.993760783967996,0.01566207967698574,41.41078441778135
1100,7.721476942388203e-07,1.0,27.628331249469845,0.016611294820904732,41.18033442045397
1150,5.180779911461179e-07,1.0,28.221006509370355,0.016611294820904732,40.89742453528121
1200,3.6402837921281725e-07,1.0,28.750508662647402,0.016136687248945236,40.56274775745453
1250,2.692751068191875e-07,1.0,29.208839876830172,0.016136687248945236,40.180379943084276
1300,2.1112492360324677e-07,1.0,29.578119356220796,0.017085904255509377,39.76047578327729
1350,1.7532814548266898e-07,1.0,29.864213754569278,0.017085904255509377,39.31693871846366
1400,1.539675061917661e-07,1.0,30.07134576489647,0.017560511827468872,38.865158903731334
1450,1.4170751245558855e-07,1.0,30.206335157488034,0.017560511827468872,38.42058080854122
1500,1.3513341635087662e-07,1.0,30.28880766085257,0.017085904255509377,37.99531362914134
1550,1.3205344314349084e-07,1.0,30.328780239747438,0.017085904255509377,37.59761269813617
1600,1.30768471909954e-07,1.0,30.34601666307238,0.017085904255509377,37.23192435429545
1650,1.3026206679464598e-07,1.0,30.350120033041495,0.017085904255509377,36.89884366104475
1700,1.301006332681804e-07,1.0,30.353379470655767,0.017560511827468872,36.59692353954264
1750,1.3003251634263745e-07,1.0,30.35364507739747,0.018035121262073517,36.32388035231117
1800,1.300618240236311e-07,1.0,30.35063582401363,0.018509728834033012,36.07701877680732
1850,1.2997608329801804e-07,1.0,30.35033049987026,0.018509728834033012,35.85301352701812
1900,1.2993880528773632e-07,1.0,30.34533109196915,0.018509728834033012,35.649633410590795
1950,1.2984316813893935e-07,1.0,30.342530194013392,0.018509728834033012,35.46500754034065
2000,1.2964668877578896e-07,1.0,30.336363170384637,0.018509728834033012,35.29670483117475
2050,1.2938016711039694e-07,1.0,30.327935980184822,0.018509728834033012,35.142383108699974
2100,1.2922124973227742e-07,1.0,30.315907238571793,0.018509728834033012,35.00056571153708
2150,1.2908319482216894e-07,1.0,30.305881075355313,0.018509728834033012,34.87053090114087
2200,1.2893182793285503e-07,1.0,30.292262821004957,0.018509728834033012,34.750537382149545
2250,1.2859502972148683e-07,1.0,30.27697192657369,0.018509728834033012,34.6390330115646
2300,1.2827589328269302e-07,1.0,30.26015742062755,0.018509728834033012,34.53549727390268
2350,1.2801494093823184e-07,1.0,30.245289064614624,0.018984338268637657,34.4391475176834
2400,1.278171223141257e-07,1.0,30.229404091327943,0.018509728834033012,34.34913077778892
2450,1.2750756262874965e-07,1.0,30.21782873300195,0.018035121262073517,34.26477616400312
2500,1.2732347406690243e-07,1.0,30.205443364155595,0.018509728834033012,34.18559296419909
2550,1.2689195994934646e-07,1.0,30.191295865240537,0.018035121262073517,34.11121348152993
2600,1.2676773002465852e-07,1.0,30.175027774614634,0.018035121262073517,34.04099394533044
2650,1.2643725513927803e-07,1.0,30.160219594799788,0.018035121262073517,33.97472792135958
2700,1.2617469593828744e-07,1.0,30.14537010673615,0.018035121262073517,33.91188853707588
2750,1.2593321708312603e-07,1.0,30.131193761158958,0.018035121262073517,33.85215075773065
2800,1.2580500059797536e-07,1.0,30.11774976455639,0.017560511827468872,33.79541498963538
2850,1.2544851372144777e-07,1.0,30.100595692229707,0.018035121262073517,33.74133635488397
2900,1.2525098902994524e-07,1.0,30.08284170653604,0.018509728834033012,33.689663030762866
2950,1.2503385830935842e-07,1.0,30.06604231500403,0.018035121262073517,33.64030150341737
3000,1.2483187748362515e-07,1.0,30.049874188407923,0.018035121262073517,33.59287536455217
3050,1.245658043944634e-07,1.0,30.028527000833485,0.018035121262073517,33.547439634719765
3100,1.2439076045250967e-07,1.0,30.010058490836087,0.018035121262073517,33.50401498135404
3150,1.2421226551560887e-07,1.0,29.994486796564942,0.018035121262073517,33.462361507802896
3200,1.2405568681974875e-07,1.0,29.97566497269431,0.018509728834033012,33.422356789287754
3250,1.23885149913742e-07,1.0,29.9606519982501,0.018509728834033012,33.38371606311874
