step,train_loss,train_acc,val_loss,val_acc,param_norm
0,4.1183654284058715,0.016613924875855446,4.116653153773417,0.022006472572684288,36.147993916219775
50,3.630143981677141,0.12420886009931564,4.4846315343056835,0.00582524249330163,36.089376377970666
100,1.918459134302368,0.5530063509941101,5.942624330570958,0.053721681237220764,40.84763258899955
150,0.038488746708789864,1.0,9.509573346836778,0.2711974084377289,46.16325642943115
200,0.012859355220134394,1.0,9.768760169811943,0.30744338035583496,45.97679835289536
250,0.00826596515443858,1.0,9.606230949610055,0.3275080919265747,45.51048733752706
300,0.004617215814897656,1.0,9.645114548659807,0.34563106298446655,45.237345713978
350,0.002609739707952272,1.0,9.721487707628066,0.35533979535102844,45.02175278093435
400,0.0014824580921555008,1.0,9.815164412024997,0.3689320385456085,44.843756219863195
450,0.000845759679042103,1.0,9.91811861563896,0.38511326909065247,44.69923971219496
500,0.00048526753050598945,1.0,10.020147274532594,0.3980582654476166,44.581081926522835
550,0.00028017946806560903,1.0,10.132678694269114,0.4012944996356964,44.487054072637356
600,0.00016195541070481275,1.0,10.238342709693159,0.4071197509765625,44.40629284675841
650,9.393138173815318e-05,1.0,10.324146473193329,0.4142394959926605,44.330965194738695
700,5.474030536123625e-05,1.0,10.409639442519003,0.4181229770183563,44.259354613048096
750,3.204151217895566e-05,1.0,10.486643372538657,0.42524272203445435,44.18958052876912
800,1.8777197658621624e-05,1.0,10.540991769012205,0.42912620306015015,44.11011272906461
850,1.1048107095106847e-05,1.0,10.564486851495012,0.43106797337532043,44.01650472554528
900,6.548914493794084e-06,1.0,10.546392764656098,0.43495145440101624,43.898828780493716
950,3.924294395030213e-06,1.0,10.497942494315419,0.4394822120666504,43.752003520635
1000,2.3895282843338575e-06,1.0,10.407527006413774,0.4407767057418823,43.56983908624437
1050,1.480001744034779e-06,1.0,10.28345557584413,0.44401293992996216,43.347765376144984
1100,9.43763430063117e-07,1.0,10.111221610492368,0.4472492039203644,43.07907067052678
1150,6.25653900648199e-07,1.0,9.914453823232494,0.4485436975955963,42.763054858495835
1200,4.3341885437836935e-07,1.0,9.697968923772304,0.44983819127082825,42.40025426732332
1250,3.161216438972269e-07,1.0,9.458108431334384,0.4504854381084442,41.99414291138843
1300,2.4424813171648593e-07,1.0,9.197875644795467,0.45177993178367615,41.55069441881231
1350,2.003101471711333e-07,1.0,8.926639309441066,0.4530744254589081,41.08299905790065
1400,1.7350931652322197e-07,1.0,8.646423839881184,0.45501619577407837,40.604327146405794
1450,1.5744592902710047e-07,1.0,8.348752538856754,0.45695793628692627,40.12668725979748
1500,1.48627499720071e-07,1.0,8.04156574316468,0.45889967679977417,39.66162851469827
1550,1.4368512334237326e-07,1.0,7.726731734312287,0.462135910987854,39.2177635705269
1600,1.4109804414708376e-07,1.0,7.406893880948429,0.46666666865348816,38.7990119059006
1650,1.39545431435354e-07,1.0,7.081836456993965,0.47055014967918396,38.40761992728859
1700,1.3830295359864565e-07,1.0,6.752705479638103,0.4750809073448181,38.04191026051302
1750,1.372760265470908e-07,1.0,6.426538725268051,0.4789643883705139,37.699691814930404
1800,1.3614238668787493e-07,1.0,6.093812229403708,0.48414239287376404,37.378676371133814
1850,1.3508490468377136e-07,1.0,5.753653470898295,0.4964401423931122,37.07449544794191
1900,1.3367833106418095e-07,1.0,5.412822151765951,0.50679612159729,36.78583659442319
1950,1.3227687191446455e-07,1.0,5.066486604996566,0.5177993774414062,36.50823007944756
